Name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage,stars,forks,watchers,open_issues,closed_issues,total_issues,open_pull_requests,closed_pull_requests,merged_pull_requests,total_pull_requests,releases_count,size_kb,language,is_private,is_fork,is_archived,has_issues,created_at,updated_at,pushed_at,default_branch,commit_count,mentionable_users,unique_pr_authors,has_actions,workflow_has_test_in_name,workflow_content_mentions_test,workflow_runs_tests,has_contributing,test_files,src_files,java_source_version,java_target_version,java_version,test_ratio,closed_issue_ratio,merged_pr_ratio,closed_pr_ratio,log_unique_pr_authors,days_since_push,log_stars,log_forks,log_total_prs,log_test_files,log_commit_count,log_releases,log_mentionable_users,popularity_score,activity_score,pr_score,testing_score,community_score,maturity_score,overall_score,java_version_num
spring-projects/spring-framework,0.0,1.0,0.0,0.0,1.0,0.0,24.0,23.0,108.0,,59240.0,38854.0,3299.0,297.0,27187.0,27484.0,36.0,4574.0,884.0,5494.0,351.0,236361.0,Java,False,False,False,True,2010-12-08T04:04:45Z,2025-11-25T02:42:36Z,2025-11-24 13:44:34+00:00,main,34130.0,1003.0,2370.0,1,False,True,1,1,3919.0,5180.0,17,17,17,0.7565637065637065,0.9891937127055741,0.16090280305788132,0.8325445941026575,7.771067086065406,9,10.98936914872542,10.567592047643343,8.611593866837723,8.273846932784508,10.437961341207826,5.863631175598097,6.911747300251674,0.9962053571428571,0.9188058035714286,0.6579241071428572,0.9144584637102575,0.9802827380952381,1.0,0.9579542736656597,17.0
quarkusio/quarkus,,0.0,0.0,0.0,1.0,56.0,38.0,101.0,3065.0,,15275.0,3017.0,257.0,2478.0,17275.0,19753.0,266.0,3586.0,24596.0,28448.0,434.0,446803.0,Java,False,False,False,True,2018-07-06T00:44:20Z,2025-11-25T02:05:16Z,2025-11-25 02:05:10+00:00,main,55709.0,1137.0,1398.0,1,False,True,1,1,11670.0,7476.0,21,21,21,1.5609951845906902,0.8745507011593175,0.8645950506186727,0.12605455568053994,7.243512974665482,9,9.634038248345407,8.012349639327795,10.255868289551836,9.364862411412354,10.92791494301486,6.075346031088684,7.037027614686276,0.9348214285714285,0.8551153273809524,0.7412202380952381,0.9815822363688678,0.979092261904762,1.0,0.9559573150445979,21.0
spring-projects/spring-boot,1.0,1.0,1.0,1.0,1.0,,,,,,79115.0,41669.0,3327.0,503.0,39933.0,40436.0,20.0,7154.0,42.0,7216.0,330.0,209388.0,Java,False,False,False,True,2012-10-19T15:02:57Z,2025-11-25T03:32:25Z,2025-11-24 15:48:00+00:00,main,58753.0,1193.0,2246.0,1,True,True,1,0,4007.0,4099.0,17,17,17,0.9775555013417907,0.9875605895736472,0.00582039911308204,0.9914079822616408,7.717351272185329,9,11.2786704089013,10.6375367244165,8.884194633072273,8.2960476427647,10.981114514795102,5.802118375377063,7.085064293952548,0.9985119047619048,0.9218191964285714,0.6700520833333333,0.9516913034095814,0.9821428571428571,0.5,0.9455623347809667,17.0
checkstyle/checkstyle,1.0,1.0,0.0,0.0,1.0,8.0,22.0,234.0,9438.0,,8749.0,3904.0,223.0,857.0,4955.0,5812.0,52.0,3746.0,8403.0,12201.0,175.0,213464.0,Java,False,False,False,True,2013-08-31T02:05:05Z,2025-11-24T22:17:57Z,2025-11-24 22:43:18+00:00,master,15678.0,488.0,753.0,1,True,True,1,1,3748.0,2075.0,17,17,17,1.8062650602409638,0.8525464556090847,0.6887140398328006,0.3070240144250471,6.625392368007956,9,9.07680897935166,8.270013062273787,9.409355151711798,8.229244416735913,9.66007751636045,5.170483995038151,6.192362489474872,0.9127232142857142,0.8045572916666668,0.7127604166666666,0.9813825124082867,0.9200892857142857,1.0,0.928997041792548,17.0
apache/shardingsphere,1.0,1.0,1.0,1.0,1.0,49.0,21.0,189.0,6140.0,84.38,20542.0,6870.0,974.0,459.0,11291.0,11750.0,27.0,1594.0,23511.0,25132.0,58.0,677934.0,Java,False,False,False,True,2016-01-18T12:49:26Z,2025-11-24T18:47:25Z,2025-11-23 15:58:49+00:00,master,47344.0,633.0,821.0,1,False,True,1,1,3279.0,4475.0,1.8,1.8,1.8,0.7327374301675977,0.960936170212766,0.9355005570587299,0.0634251153907369,6.71174039505618,10,9.930275529292512,8.835064935031076,10.13193700264052,8.09559870137819,10.765216496417601,4.07753744390572,6.452048954437226,0.9609375,0.7660528273809524,0.7470610119047619,0.9091674084664079,0.9319940476190476,1.0,0.9240422241404115,8.0
keycloak/keycloak,0.0,0.0,1.0,0.0,1.0,63.0,33.0,410.0,3057.0,,31213.0,7847.0,391.0,2137.0,14232.0,16369.0,262.0,3256.0,18421.0,21939.0,94.0,569575.0,Java,False,False,False,True,2013-07-02T13:38:51Z,2025-11-25T01:33:11Z,2025-11-25 01:16:10+00:00,main,29644.0,1411.0,1932.0,1,False,True,1,1,2212.0,4943.0,17,17,17,0.44750151729718796,0.8694483474861018,0.8396462919914308,0.1484115046264643,7.566828479208331,9,10.3486219911025,8.9680140012452,9.99606673382922,7.70210434005105,10.297048756141468,4.553876891600541,7.252762418053187,0.9787946428571428,0.8032552083333333,0.7350446428571429,0.8022387740972523,0.9855654761904762,1.0,0.9136623720957416,17.0
dropwizard/dropwizard,1.0,0.0,1.0,0.0,1.0,45.0,24.0,152.0,9195.0,72.03,8572.0,3439.0,360.0,17.0,1604.0,1621.0,14.0,1645.0,7252.0,8911.0,189.0,114033.0,Java,False,False,False,True,2011-01-19T19:52:29Z,2025-11-24T01:00:27Z,2025-11-24 20:43:33+00:00,release/5.0.x,8926.0,405.0,624.0,1,False,True,1,1,428.0,488.0,11,11,11,0.8770491803278688,0.9895126465144972,0.8138256087981147,0.18460329929300864,6.437751649736401,9,9.056373008678756,8.143226750367445,9.095153962167066,6.061456918928017,9.096835671179361,5.247024072160486,6.0063531596017325,0.9061011904761904,0.8661644345238096,0.7213169642857142,0.8774309676665228,0.9063988095238096,1.0,0.913258411559488,11.0
seleniumhq/selenium,,1.0,1.0,0.0,1.0,20.0,33.0,64.0,229449.0,,33685.0,8625.0,1263.0,148.0,10902.0,11050.0,112.0,2070.0,3234.0,5416.0,111.0,2309767.0,Java,False,False,False,True,2013-01-14T21:40:56Z,2025-11-25T04:04:14Z,2025-11-25 00:39:45+00:00,trunk,33604.0,797.0,1306.0,1,False,True,1,1,416.0,854.0,17,17,17,0.48711943793911006,0.986606334841629,0.5971196454948301,0.38220088626292464,7.175489713624222,9,10.424837599758332,9.062536177207788,8.597297435657898,6.0330862217988015,10.422430144404066,4.718498871295094,6.682108597449809,0.9817708333333333,0.8857328869047619,0.6679315476190477,0.7662227669579917,0.9620535714285715,1.0,0.9096286084061648,17.0
openapitools/openapi-generator,,1.0,1.0,1.0,1.0,14.0,64.0,928.0,83435.0,,25303.0,7297.0,225.0,4995.0,4529.0,9524.0,507.0,2294.0,9977.0,12778.0,75.0,939448.0,Java,False,False,False,True,2018-05-12T09:57:56Z,2025-11-24T22:44:22Z,2025-11-24 11:17:25+00:00,master,21691.0,3358.0,3128.0,1,True,True,1,1,3210.0,4765.0,11,11,11,0.6736621196222455,0.4755354892902142,0.7807951166066677,0.17952731256847707,8.048468743668883,9,10.138717764985484,8.895355616996392,9.455558477608703,8.074337694089515,9.984698807960951,4.330733340286331,8.119398589612294,0.9706845238095236,0.7025111607142859,0.6979910714285714,0.8933469554740325,0.9970238095238095,1.0,0.909445369820889,11.0
apache/dubbo,1.0,1.0,1.0,1.0,1.0,18.0,23.0,52.0,6403.0,,41598.0,26552.0,3000.0,799.0,6512.0,7311.0,119.0,2169.0,5836.0,8124.0,113.0,60849.0,Java,False,False,False,True,2012-06-19T07:56:02Z,2025-11-24T16:11:37Z,2025-11-24 02:02:30+00:00,3.3,8600.0,674.0,1302.0,1,True,True,1,1,1599.0,2416.0,1.8,1.8,1.8,0.6618377483443708,0.8907126248119273,0.7183653372722797,0.26698670605613,7.172424577124845,10,10.635831407498888,10.186898014636986,9.002701007197938,7.3777589082278725,9.059633754551479,4.736198448394496,6.51471269087253,0.9926339285714285,0.7127046130952381,0.6983630952380953,0.878505003776435,0.9430803571428571,1.0,0.9090198521345849,8.0
apache/pulsar,1.0,1.0,,,0.0,144.0,69.0,165.0,100957.0,34.21,14973.0,3689.0,396.0,1213.0,6115.0,7328.0,406.0,2322.0,14127.0,16855.0,119.0,252132.0,Java,False,False,False,True,2016-06-28T07:00:03Z,2025-11-24T12:36:53Z,2025-11-24 16:59:54+00:00,master,13835.0,727.0,887.0,1,False,True,1,1,1729.0,2733.0,17,17,17,0.632638126600805,0.8344705240174672,0.8381489172352418,0.1377632749925838,6.78897174299217,9,9.614070642790631,8.213381737034572,9.732461955484025,7.455876687491824,9.53502917005706,4.787491742782046,6.590301048196686,0.9407738095238095,0.779296875,0.7190104166666667,0.8694247005826501,0.9422619047619047,1.0,0.9075254459789959,17.0
alibaba/nacos,1.0,1.0,,,0.0,24.0,3.0,464.0,19256.0,11.13,32297.0,13181.0,904.0,243.0,9050.0,9293.0,15.0,1251.0,3229.0,4495.0,87.0,67391.0,Java,False,False,False,True,2018-06-15T06:49:27Z,2025-11-24T15:33:28Z,2025-11-24 11:16:46+00:00,develop,5571.0,446.0,697.0,1,True,True,1,1,1193.0,2086.0,17,17,17,0.5719079578139981,0.973851285914129,0.7183537263626252,0.2783092324805339,6.548219102762372,9,10.382760587789011,9.486607541612665,8.410943391573527,7.085064293952548,8.625509334899697,4.477336814478207,6.102558594613569,0.9845238095238094,0.7922061011904762,0.6719122023809524,0.8410265834052655,0.9150297619047618,1.0,0.9063448154941736,17.0
elastic/elasticsearch,0.0,1.0,,,0.0,37.0,42.0,103.0,252289.0,,75513.0,25634.0,2640.0,4419.0,37405.0,41824.0,1104.0,11161.0,84057.0,96322.0,220.0,1509294.0,Java,False,False,False,True,2010-02-08T13:20:56Z,2025-11-24T23:46:40Z,2025-11-25 00:08:48+00:00,main,91855.0,3893.0,3616.0,1,False,False,0,1,9022.0,16550.0,21,21,21,0.5451359516616314,0.894342960979342,0.8726666805091257,0.11587176346006105,8.193400231952097,9,11.232073348510589,10.1517138842178,11.475462406237018,9.107532151994501,11.427977412407419,5.3981627015177525,8.267192185932146,0.9970982142857142,0.8607700892857143,0.7405877976190476,0.7057948047043591,0.9977678571428571,0.75,0.8960971386760898,21.0
spring-projects/spring-security,0.0,1.0,1.0,0.0,1.0,46.0,35.0,115.0,4545.0,,9373.0,6182.0,411.0,1124.0,12247.0,13371.0,75.0,1606.0,3105.0,4786.0,239.0,91095.0,Java,False,False,False,True,2012-01-10T21:50:57Z,2025-11-24T22:17:38Z,2025-11-25 03:20:24+00:00,main,19846.0,842.0,1236.0,1,False,True,1,0,1789.0,2441.0,17,17,17,0.7328963539532978,0.9159374766285244,0.6487672377768492,0.3355620559966569,7.1204443723924875,9,9.14569517848265,8.729558869558568,8.473659189392508,7.489970898834801,9.895808141192258,5.480638923341991,6.736966958001855,0.9246279761904761,0.8544084821428573,0.6694196428571428,0.8990906209538196,0.966220238095238,0.5,0.8950777147622645,17.0
micronaut-projects/micronaut-core,1.0,1.0,1.0,1.0,1.0,3.0,15.0,83.0,3102.0,,6354.0,1144.0,170.0,702.0,3450.0,4152.0,98.0,1186.0,5892.0,7176.0,322.0,110966.0,Java,False,False,False,True,2018-03-07T12:05:08Z,2025-11-24T14:36:46Z,2025-11-24 20:39:49+00:00,5.0.x,14920.0,426.0,543.0,1,True,True,1,1,2140.0,2320.0,21,21,21,0.9224137931034483,0.8309248554913294,0.8210702341137124,0.16527313266443702,6.298949246855942,9,8.756997183623554,7.0431599159883405,8.878636747430072,7.669028288589683,9.610524895640422,5.777652323222656,6.056784013228625,0.8384300595238094,0.8075706845238094,0.7022693452380953,0.934233608473601,0.9071428571428573,1.0,0.892656244380305,21.0
thealgorithms/java,0.0,0.0,1.0,1.0,1.0,23.0,6.0,20.0,1944.0,,64329.0,20808.0,2184.0,35.0,1144.0,1179.0,53.0,3383.0,2170.0,5606.0,0.0,7111.0,Java,False,False,False,True,2016-07-16T10:21:02Z,2025-11-25T03:40:02Z,2025-11-24 21:23:09+00:00,master,3051.0,762.0,2724.0,1,False,True,1,1,703.0,764.0,21,21,21,0.9201570680628273,0.9703138252756573,0.38708526578665714,0.6034605779521941,7.9102237070973445,9,11.071781364405046,9.94314086441278,8.631771096123673,6.556778356158042,8.023552392404348,0.0,6.637258031284457,0.9963541666666667,0.6069382440476191,0.6638020833333333,0.901527657890951,0.9576636904761905,1.0,0.8910124948298807,21.0
apache/druid,1.0,1.0,0.0,0.0,1.0,97.0,65.0,168.0,20769.0,65.19,13879.0,3768.0,571.0,663.0,4579.0,5242.0,99.0,2052.0,11348.0,13499.0,69.0,405988.0,Java,False,False,False,True,2012-10-23T19:08:07Z,2025-11-24T20:16:00Z,2025-11-23 19:49:08+00:00,master,15466.0,661.0,874.0,1,True,True,1,1,3159.0,5775.0,11,11,11,0.5470129870129871,0.8735215566577642,0.8406548633232092,0.15201126009334023,6.774223886357614,10,9.538204234060796,8.234564993267135,9.51044496442652,8.058327306580958,9.64646400103814,4.248495242049359,6.495265555937008,0.9372023809523808,0.7007626488095238,0.7313244047619049,0.8510159284635305,0.934970238095238,1.0,0.8872629106873112,11.0
apache/iceberg,1.0,1.0,1.0,1.0,1.0,304.0,69.0,92.0,449888.0,77.91,8251.0,2885.0,186.0,411.0,3909.0,4320.0,173.0,2571.0,7591.0,10335.0,31.0,105956.0,Java,False,False,False,True,2018-11-19T16:26:46Z,2025-11-24T22:26:38Z,2025-11-24 14:36:14+00:00,main,7744.0,691.0,1008.0,1,False,True,1,1,1961.0,2856.0,11,11,11,0.686624649859944,0.9048611111111111,0.7344944363812288,0.24876632801161103,6.9167150203536085,9,9.018210874191142,7.9676267393338165,9.243388226022383,7.581719640125308,8.954802752850968,3.4657359027997265,6.539585955617669,0.8956845238095237,0.7173549107142858,0.7063988095238095,0.8886829457991656,0.9416666666666667,1.0,0.8844735638307437,11.0
testcontainers/testcontainers-java,1.0,0.0,0.0,0.0,1.0,147.0,48.0,95.0,2076.0,29.65,8498.0,1759.0,136.0,421.0,1964.0,2385.0,167.0,3236.0,5202.0,8605.0,88.0,14811.0,Java,False,False,False,True,2015-04-12T12:44:59Z,2025-11-24T22:17:53Z,2025-11-24 22:06:53+00:00,main,8315.0,505.0,826.0,1,True,True,1,1,397.0,358.0,17,17,17,1.1089385474860336,0.8234800838574423,0.6045322486926206,0.3760604299825683,6.717804695023691,9,9.047703788498627,7.473069088032197,9.060214913398545,5.986452005284438,9.025936648977904,4.48863636973214,6.226536669287466,0.8817708333333333,0.7382998511904761,0.6930431547619047,0.8968225120486262,0.9253720238095238,1.0,0.8828905238454899,17.0
apache/beam,0.0,1.0,1.0,1.0,1.0,78.0,166.0,83.0,48315.0,,8376.0,4440.0,256.0,4104.0,3896.0,8000.0,108.0,8046.0,20701.0,28855.0,54.0,925070.0,Java,False,False,False,True,2016-02-02T08:00:06Z,2025-11-24T20:40:43Z,2025-11-24 22:07:07+00:00,master,46079.0,1310.0,1557.0,1,True,True,1,1,2290.0,4286.0,11,11,11,0.5342977134857676,0.487,0.7174146595044186,0.2788424883035869,7.351158226430694,9,9.033245134153809,8.398634855292102,10.270073222583376,7.736743682453495,10.738134295369774,4.007333185232471,7.1785454837637,0.9094494047619047,0.697079613095238,0.7284598214285714,0.8410171423176522,0.9824404761904761,1.0,0.8800180504603654,11.0
mybatis/mybatis-3,1.0,0.0,1.0,1.0,1.0,1.0,24.0,22.0,56.0,82.03,20298.0,12955.0,1136.0,130.0,1246.0,1376.0,77.0,539.0,1519.0,2135.0,46.0,158369.0,Java,False,False,False,True,2013-02-14T19:03:32Z,2025-11-25T02:15:29Z,2025-11-22 19:28:16+00:00,master,5751.0,238.0,503.0,1,False,True,1,1,1000.0,389.0,11,11,11,2.570694087403599,0.9055232558139535,0.7114754098360656,0.25245901639344265,6.222576268071369,11,9.918326902732767,9.46931428029122,7.666690200080086,6.90875477931522,8.657302899400882,3.8501476017100584,5.476463551931511,0.9660714285714285,0.6259486607142857,0.5913690476190476,0.9595664068119696,0.8505208333333333,1.0,0.8786602028934685,11.0
robolectric/robolectric,,0.0,1.0,1.0,1.0,0.0,2.0,52.0,1886.0,,5980.0,1382.0,191.0,398.0,2490.0,2888.0,74.0,2439.0,5352.0,7865.0,110.0,65057.0,Java,False,False,False,True,2010-08-28T00:28:25Z,2025-11-24T06:42:49Z,2025-11-24 21:03:09+00:00,master,15323.0,407.0,542.0,1,True,True,1,1,940.0,1202.0,21,21,21,0.7820299500831946,0.8621883656509696,0.680483153210426,0.3101080737444374,6.297109319933935,9,8.696343057044556,7.232010331664759,8.970304952991755,6.846943139585379,9.63717550582054,4.709530201312334,6.0112671744041615,0.842001488095238,0.7911644345238096,0.6972842261904761,0.8900060467918285,0.9028273809523809,1.0,0.8782102170551,21.0
linkedin/datahub,0.0,1.0,0.0,1.0,1.0,87.0,5.0,342.0,423361.0,,11250.0,3278.0,252.0,351.0,2182.0,2533.0,289.0,1473.0,11076.0,12838.0,111.0,437807.0,Java,False,False,False,True,2015-11-18T05:47:40Z,2025-11-25T01:53:38Z,2025-11-24 23:45:27+00:00,master,13289.0,666.0,804.0,1,True,True,1,1,939.0,2116.0,17,17,17,0.44376181474480153,0.8614291354125543,0.8627512073531702,0.11473749805265618,6.690842277418564,9,9.328212292571072,8.095293776844649,9.460242692591084,6.84587987526405,9.494767151707292,4.718498871295094,6.502790045915623,0.9210565476190476,0.7857700892857143,0.7113467261904762,0.7776599140411452,0.9325892857142857,1.0,0.8778468981531435,17.0
apache/flink,1.0,1.0,,,0.0,73.0,72.0,97.0,2956.0,,25517.0,13785.0,929.0,0.0,0.0,0.0,205.0,16264.0,10783.0,27252.0,0.0,534586.0,Java,False,False,False,False,2014-06-07T07:00:10Z,2025-11-24T19:32:37Z,2025-11-24 19:32:30+00:00,master,37299.0,1345.0,2345.0,1,False,True,1,1,5173.0,9090.0,17,17,17,0.5690869086908691,0.0,0.3956773814765889,0.596800234845149,7.76046702921342,9,10.147139364481689,9.531408863445597,10.212918885774858,8.551401362745974,10.526748605631907,0.0,7.204892510204673,0.9779761904761904,0.5672433035714286,0.7056175595238094,0.8655227215508561,0.9851190476190476,1.0,0.8775767369353331,17.0
apache/incubator-doris,,1.0,1.0,1.0,1.0,60.0,59.0,533.0,32317.0,,14629.0,3612.0,281.0,268.0,7804.0,8072.0,532.0,6726.0,41323.0,48581.0,79.0,1180150.0,Java,False,False,False,True,2017-08-10T12:13:30Z,2025-11-24T18:30:48Z,2025-11-24 18:32:07+00:00,master,28600.0,720.0,960.0,1,False,True,1,1,1107.0,4997.0,17,17,17,0.2215329197518511,0.966798810703667,0.8506000288178506,0.13844918795413844,6.8679744089702925,9,9.59082949401417,8.19229373114764,10.79100837091417,7.010311867307229,10.261196961231647,4.382026634673881,6.580639137284949,0.9398065476190476,0.8505394345238095,0.7397321428571428,0.6800387309379946,0.9427083333333334,1.0,0.8772901886868796,17.0
apache/camel,0.0,1.0,1.0,1.0,1.0,23.0,2.0,41.0,3656.0,,6054.0,5088.0,262.0,0.0,0.0,0.0,3.0,3826.0,16188.0,20017.0,0.0,1164108.0,Java,False,False,False,False,2009-05-21T00:25:36Z,2025-11-24T17:53:09Z,2025-11-24 20:44:37+00:00,main,77539.0,1137.0,1433.0,1,False,True,1,1,8848.0,9431.0,17,17,17,0.9381825893330505,0.0,0.8087125942948494,0.19113753309686765,7.2682230211595655,9,8.708639655987193,8.534836626588833,9.904387147778964,9.08805973726735,11.25854921122492,0.0,7.037027614686276,0.8874255952380952,0.5731956845238095,0.7394345238095238,0.9494154393252769,0.979389880952381,1.0,0.8770748419741763,17.0
opensearch-project/opensearch,0.0,0.0,,,0.0,108.0,403.0,71.0,7964.0,,11936.0,2322.0,152.0,2193.0,4824.0,7017.0,286.0,1760.0,10458.0,12504.0,63.0,598647.0,Java,False,False,False,True,2021-01-29T22:10:00Z,2025-11-25T02:45:09Z,2025-11-24 21:08:25+00:00,main,60214.0,466.0,568.0,1,False,True,1,1,3673.0,7495.0,21,21,21,0.49006004002668446,0.6874732791791364,0.8363723608445297,0.14075495841330773,6.343880434126331,9,9.387398099095039,7.750614732770409,9.433883843311719,8.20903626577507,11.00567676969458,4.1588830833596715,6.1463292576688975,0.9154761904761904,0.7319010416666667,0.7131324404761904,0.8273851109552584,0.9139880952380952,1.0,0.8762380188102432,21.0
apache/rocketmq,1.0,1.0,1.0,1.0,1.0,60.0,40.0,103.0,13084.0,,22219.0,11971.0,852.0,186.0,4583.0,4769.0,111.0,1772.0,2710.0,4593.0,22.0,44583.0,Java,False,False,False,True,2016-11-30T08:00:08Z,2025-11-24T13:20:31Z,2025-11-24 11:28:51+00:00,develop,8954.0,570.0,980.0,1,True,True,1,1,637.0,1480.0,1.8,1.8,1.8,0.4304054054054054,0.9609981128119103,0.5900283039407794,0.38580448508600046,6.8885724595653635,9,10.008748063193622,9.390325868972589,8.432506383249043,6.45833828334479,9.099967314494812,3.1354942159291497,6.3473892096560105,0.9708333333333333,0.7449962797619047,0.6597098214285715,0.7585499725758884,0.9322916666666665,1.0,0.8720723889773055,8.0
prestodb/presto,0.0,1.0,,,0.0,125.0,48.0,129.0,2913.0,,16573.0,5508.0,832.0,1887.0,5247.0,7134.0,791.0,5622.0,13004.0,19417.0,13.0,259792.0,Java,False,False,False,True,2012-08-09T01:03:37Z,2025-11-25T01:53:21Z,2025-11-24 23:08:46+00:00,master,25162.0,955.0,1277.0,1,True,True,1,1,2810.0,6452.0,17,17,17,0.43552386856788594,0.7354920100925147,0.6697224081990009,0.28954009373229644,7.15305163493748,9,9.715590481408988,8.614138397472717,9.87395574993009,7.941295570906532,10.133129940590168,2.6390573296152584,6.862757913051401,0.9514880952380951,0.6611421130952382,0.7108258928571429,0.8008929695367574,0.9732142857142857,1.0,0.8718434060746656,17.0
google/guava,1.0,0.0,,,0.0,1.0,0.0,48.0,1084.0,,51295.0,11104.0,2347.0,620.0,3014.0,3634.0,93.0,1847.0,1102.0,3042.0,57.0,573244.0,Java,False,False,False,True,2014-05-29T16:23:17Z,2025-11-25T01:11:31Z,2025-11-19 01:35:30+00:00,master,7121.0,326.0,523.0,1,False,True,1,1,1377.0,1817.0,1.8,1.8,1.8,0.7578425976884975,0.8293891029168959,0.3622616699539776,0.6071663379355687,6.261491684321042,15,10.84536805540928,9.315150736328528,8.02059914989697,7.228388451573604,8.870943863837724,4.060443010546419,5.7899601708972535,0.9927827380952381,0.5652715773809525,0.6239955357142858,0.8952670928643361,0.8845238095238095,1.0,0.8667576214303698,8.0
reactivex/rxjava,1.0,1.0,1.0,1.0,1.0,7.0,28.0,79.0,4526.0,,48453.0,7614.0,2179.0,13.0,3164.0,3177.0,1.0,709.0,3354.0,4064.0,243.0,146145.0,Java,False,False,False,True,2013-01-08T20:11:48Z,2025-11-25T01:16:45Z,2025-11-21 08:19:08+00:00,3.x,6275.0,319.0,517.0,1,False,False,0,1,970.0,914.0,11,11,11,1.061269146608315,0.9959080893925086,0.8252952755905512,0.17445866141732283,6.249975242259483,13,10.788370173250604,8.937875265329263,8.310169021981912,6.878326468291325,8.744488113852924,5.497168225293202,5.768320995793772,0.9880208333333333,0.7329985119047618,0.6855654761904761,0.7764374055891239,0.8830357142857143,0.75,0.8657536966353762,11.0
wildfly/wildfly,0.0,1.0,,,0.0,44.0,26.0,100.0,19728.0,,3138.0,2253.0,183.0,0.0,0.0,0.0,84.0,7419.0,11788.0,19291.0,71.0,298806.0,Java,False,False,False,False,2010-07-08T20:46:07Z,2025-11-24T19:18:57Z,2025-11-24 20:51:46+00:00,main,42540.0,373.0,488.0,1,True,True,1,1,5813.0,4066.0,17,17,17,1.4296606000983767,0.0,0.6110621533357524,0.3845834845264631,6.192362489474872,9,8.051659556841953,7.720461694599722,9.867445781188863,8.668024081118821,10.658223595765195,4.276666119016055,5.924255797414532,0.788392857142857,0.6901599702380952,0.7147321428571428,0.9756757121277515,0.8894345238095238,1.0,0.8646220530319377,17.0
apache/maven,1.0,1.0,1.0,1.0,1.0,100.0,83.0,112.0,5939.0,,4850.0,2793.0,219.0,610.0,7837.0,8447.0,92.0,967.0,1933.0,2992.0,27.0,90489.0,Java,False,False,False,True,2009-05-21T03:22:03Z,2025-11-24T22:28:20Z,2025-11-24 18:36:07+00:00,master,15884.0,238.0,293.0,1,False,True,1,1,1476.0,1594.0,17,17,17,0.9259723964868256,0.9277850124304486,0.6460561497326203,0.3231951871657754,5.683579767338681,9,8.486940148245216,7.935229539816907,8.0040315078527,7.29776828253138,9.673130546703616,3.332204510175204,5.476463551931511,0.8445684523809522,0.7528831845238095,0.6329613095238096,0.9274407459358366,0.8127232142857143,1.0,0.8620238769601496,17.0
redis/jedis,1.0,0.0,1.0,1.0,1.0,50.0,4.0,117.0,3175.0,16.01,12227.0,3913.0,672.0,76.0,1843.0,1919.0,50.0,642.0,1584.0,2276.0,116.0,15982.0,Java,False,False,False,True,2010-06-11T13:04:43Z,2025-11-24T06:58:40Z,2025-11-24 06:59:40+00:00,master,2655.0,256.0,462.0,1,True,True,1,1,415.0,452.0,1.8,1.8,1.8,0.918141592920354,0.9603960396039604,0.6959578207381371,0.2820738137082601,6.137727054086234,10,9.411483683010726,8.272315147956022,7.7306140660637395,6.030685260261263,7.884576510596324,4.762173934797756,5.54907608489522,0.9337797619047619,0.6635974702380952,0.6076636904761905,0.8818425406416344,0.8556547619047619,1.0,0.8600290875413611,8.0
activiti/activiti,1.0,1.0,1.0,1.0,1.0,31.0,13.0,70.0,2696.0,,10468.0,6974.0,608.0,558.0,1849.0,2407.0,119.0,812.0,1869.0,2800.0,1000.0,131685.0,Java,False,False,False,True,2012-09-13T11:34:43Z,2025-11-24T15:40:44Z,2025-11-24 15:53:09+00:00,develop,11314.0,219.0,416.0,1,False,True,1,1,976.0,2074.0,21,21,21,0.47058823529411764,0.7681761528874117,0.6675,0.29,6.0330862217988015,9,9.256173788319355,8.850087606689566,7.937731775260109,6.884486652042782,9.333884558067638,6.90875477931522,5.393627546352362,0.9311755952380952,0.7778459821428572,0.6247767857142857,0.7894373898539779,0.8287202380952381,1.0,0.8588697641301613,21.0
codecentric/spring-boot-admin,1.0,1.0,1.0,1.0,1.0,2.0,17.0,101.0,386707.0,41.41,12744.0,3112.0,631.0,35.0,1727.0,1762.0,14.0,289.0,2794.0,3097.0,140.0,86997.0,Java,False,False,False,True,2014-07-25T11:39:13Z,2025-11-24T21:05:11Z,2025-11-24 21:05:07+00:00,master,4419.0,177.0,247.0,1,False,True,1,1,144.0,219.0,17,17,17,0.6575342465753424,0.9801362088535754,0.9021633839199225,0.09331611236680659,5.5134287461649825,9,9.452894316810216,8.043342170441608,8.038512020976814,4.976733742420574,8.393894975071744,4.948759890378168,5.181783550292085,0.929315476190476,0.8019159226190476,0.6697916666666667,0.7698166181125019,0.7519345238095239,1.0,0.8572941842900302,17.0
strimzi/strimzi-kafka-operator,1.0,1.0,1.0,1.0,1.0,61.0,109.0,160.0,7239.0,,5567.0,1421.0,92.0,129.0,2766.0,2895.0,7.0,512.0,6235.0,6754.0,160.0,86441.0,Java,False,False,False,True,2016-05-06T08:52:33Z,2025-11-24T18:53:38Z,2025-11-24 13:43:10+00:00,main,6998.0,314.0,365.0,1,True,True,1,1,445.0,842.0,17,17,17,0.5285035629453682,0.9554404145077721,0.9231566479123482,0.07580692922712466,5.902633333401366,9,8.624791202014256,7.259819610363186,8.818038250394299,6.100318952020064,8.85352256068954,5.081404364984463,5.752572638825633,0.8377232142857143,0.8238653273809524,0.7171502976190477,0.7882034734210905,0.8622023809523809,1.0,0.8569336808552728,17.0
